datettime              Tput   RbNum MCS PdschBler nonWPdschBler
20221018.170757.416474 0.104183 1.6 18.2 9.2 9.2 
20221018.170757.416486 0.100288 1.1 26.0 0.0 0.0 
20221018.170757.416497 0.110027 1.2 26.0 0.0 0.0 
20221018.170757.416508 0.105698 1.2 26.0 0.0 0.0 
20221018.170807.416598 0.103619 1.2 26.0 0.0 0.0 
20221018.170807.416610 0.103157 1.2 26.0 0.0 0.0 
20221018.170807.416623 0.105181 1.2 26.0 0.0 0.0 
20221018.170807.416635 0.104172 1.5 19.6 9.8 10.3 
20221018.170807.416646 0.100269 1.2 26.0 0.0 0.0 
20221018.170807.416657 0.103153 1.2 26.0 0.0 0.0 
20221018.170807.416667 0.103667 1.2 26.0 0.0 0.0 
20221018.170817.416768 0.125721 1.7 25.6 4.0 4.1 
20221018.170817.416781 0.103068 1.1 26.0 0.0 0.0 
20221018.170817.416794 0.108336 1.2 26.0 0.0 0.0 
20221018.170817.416808 0.105104 1.4 19.3 9.6 10.0 
20221018.170817.416819 0.102065 1.1 26.0 0.0 0.0 
20221018.170817.416841 0.104604 1.2 26.0 0.0 0.0 
20221018.170817.416852 0.105147 1.1 26.0 0.0 0.0 
20221018.170827.416936 0.107388 1.2 26.0 0.0 0.0 
20221018.170827.416949 0.104426 1.2 26.0 0.0 0.0 
20221018.170827.416962 0.107182 1.2 26.0 0.0 0.0 
20221018.170827.416974 0.106017 1.7 17.5 12.1 11.8 
20221018.170827.416989 0.098642 1.1 26.0 0.0 0.0 
20221018.170827.417000 0.109501 1.2 26.0 0.0 0.0 
20221018.170827.417011 0.104042 1.1 26.0 0.0 0.0 
20221018.170837.417120 0.103310 1.2 26.0 0.1 0.1 
20221018.170837.417132 0.102531 1.2 26.0 0.0 0.0 
20221018.170837.417147 0.108101 1.2 26.0 0.0 0.0 
20221018.170837.417159 0.103339 1.4 19.2 10.0 9.6 
20221018.170837.417171 0.101749 1.1 26.0 0.0 0.0 
20221018.170837.417182 0.106808 1.2 26.0 0.0 0.0 
20221018.170837.417193 0.103089 1.1 26.0 0.0 0.0 
20221018.170847.417274 0.109542 1.2 26.0 0.1 0.1 
20221018.170847.417287 0.101067 1.2 26.0 0.0 0.0 
20221018.170847.417309 0.105635 1.2 26.0 0.0 0.0 
20221018.170847.417323 0.104141 1.6 17.7 8.0 8.5 
20221018.170847.417334 0.098286 1.1 26.0 0.0 0.0 
20221018.170847.417345 0.107578 1.2 26.0 0.0 0.0 
20221018.170847.417356 0.101675 1.2 26.0 0.0 0.0 
20221018.170857.417444 0.115962 1.5 26.0 0.0 2.4 
20221018.170857.417457 0.103819 1.2 26.0 0.0 0.0 
20221018.170857.417471 0.106116 1.2 26.0 0.0 0.0 
20221018.170857.417484 0.104482 1.5 18.7 9.6 10.0 
20221018.170857.417506 0.099300 1.1 26.0 0.0 0.0 
20221018.170857.417517 0.107480 1.2 26.0 0.0 0.0 
20221018.170857.417528 0.102917 1.2 26.0 0.0 0.0 
20221018.170907.417624 0.111507 1.3 26.0 2.9 0.6 
20221018.170907.417637 0.102694 1.1 26.0 0.0 0.0 
20221018.170907.417649 0.108730 1.2 26.0 0.0 0.0 
20221018.170907.417661 0.104629 1.5 19.5 9.9 9.6 
20221018.170907.417673 0.099947 1.1 26.0 0.0 0.0 
20221018.170907.417683 0.106258 1.2 26.0 0.0 0.0 
20221018.170907.417701 0.101524 1.1 26.0 0.0 0.0 
20221018.170917.417782 0.113626 1.4 26.0 1.1 1.2 
20221018.170917.417794 0.102001 1.2 26.0 0.0 0.0 
20221018.170917.417806 0.105184 1.3 26.0 1.7 1.8 
20221018.170917.417818 0.105069 1.6 18.4 8.1 11.9 
20221018.170917.417832 0.097427 1.1 26.0 0.0 0.0 
20221018.170917.417843 0.108528 1.2 26.0 0.0 0.0 
20221018.170917.417854 0.104664 1.2 26.0 0.0 0.0 
20221018.170927.417950 0.109861 1.3 26.0 0.0 0.0 
20221018.170927.417976 0.101391 1.1 26.0 0.1 0.1 
20221018.170927.417990 0.109164 1.2 26.0 0.0 0.0 
20221018.170927.418002 0.104073 1.7 17.5 12.5 8.0 
20221018.170927.418014 0.101479 1.1 26.0 0.0 0.0 
20221018.170927.418025 0.106846 1.2 26.0 0.0 0.0 
20221018.170927.418036 0.101286 1.1 26.0 0.0 0.0 
20221018.170937.418124 0.111768 1.4 26.0 2.3 2.3 
20221018.170937.418136 0.106181 1.2 26.0 0.0 0.0 
20221018.170937.418148 0.105818 1.2 26.0 0.0 0.0 
20221018.170937.418170 0.105009 1.7 17.6 10.1 9.9 
20221018.170937.418181 0.101508 1.1 26.0 0.0 0.0 
20221018.170937.418192 0.108689 1.2 26.0 0.0 0.0 
20221018.170937.418203 0.103982 1.2 26.0 0.0 0.0 
20221018.170947.418289 0.110444 1.3 26.0 0.0 0.0 
20221018.170947.418303 0.104194 1.2 26.0 0.0 0.0 
20221018.170947.418316 0.107037 1.2 26.0 0.0 0.0 
20221018.170947.418329 0.105560 1.5 19.2 11.9 12.6 
20221018.170947.418341 0.101362 1.1 26.0 0.0 0.0 
20221018.170947.418352 0.106922 1.2 26.0 0.0 0.0 
20221018.170947.418364 0.102821 1.1 26.0 0.0 0.0 
20221018.170957.418463 0.109086 1.2 26.0 0.0 0.0 
20221018.170957.418475 0.104019 1.2 26.0 0.0 0.0 
20221018.170957.418487 0.107216 1.2 26.0 0.0 0.0 
20221018.170957.418501 0.101147 1.8 16.3 7.4 7.8 
20221018.170957.418512 0.100418 1.1 26.0 0.0 0.0 
20221018.170957.418523 0.107059 1.2 26.0 0.0 0.0 
20221018.170957.418534 0.104397 1.1 26.0 0.0 0.0 
20221018.171007.418634 0.108408 1.3 26.0 0.0 0.0 
20221018.171007.418646 0.103912 1.1 26.0 0.1 0.1 
20221018.171007.418659 0.103407 1.2 26.0 0.0 0.0 
20221018.171007.418672 0.102695 1.4 19.5 8.6 9.2 
20221018.171007.418683 0.101364 1.1 26.0 0.0 0.0 
20221018.171007.418693 0.106720 1.2 26.0 0.0 0.0 
20221018.171007.418704 0.103999 1.2 26.0 0.0 0.0 
20221018.171017.418793 0.101193 1.2 26.0 0.0 0.0 
20221018.171017.418806 0.102175 1.1 26.0 0.0 0.0 
20221018.171017.418818 0.107211 1.2 26.0 0.0 0.0 
20221018.171017.418833 0.103422 1.4 19.0 13.9 12.1 
20221018.171017.418844 0.097812 1.1 26.0 0.0 0.0 
20221018.171017.418856 0.105847 1.2 26.0 0.0 0.0 
20221018.171017.418866 0.103130 1.2 26.0 0.0 0.0 
20221018.171027.418966 0.117381 1.5 25.9 2.9 2.9 
20221018.171027.418979 0.104613 1.2 26.0 0.0 0.0 
20221018.171027.418991 0.102329 1.2 26.0 0.0 0.0 
20221018.171027.419003 0.105514 1.5 19.1 8.7 9.4 
20221018.171027.419015 0.098737 1.1 26.0 0.0 0.0 
20221018.171027.419026 0.108437 1.2 26.0 0.0 0.0 
20221018.171027.419038 0.105480 1.2 26.0 0.0 0.0 
20221018.171037.419142 0.111440 1.2 26.0 0.0 0.0 
20221018.171037.419154 0.100491 1.1 26.0 0.0 0.0 
20221018.171037.419170 0.107574 1.2 26.0 0.0 0.0 
20221018.171037.419182 0.104675 1.3 20.4 9.5 9.2 
20221018.171037.419193 0.102383 1.1 26.0 0.0 0.0 
20221018.171037.419204 0.108672 1.2 26.0 0.0 0.0 
20221018.171037.419215 0.103794 1.2 26.0 0.0 0.0 
20221018.171047.419303 0.109353 1.3 26.0 0.0 0.0 
20221018.171047.419315 0.106294 1.2 26.0 0.0 0.0 
20221018.171047.419327 0.109415 1.2 26.0 0.0 0.0 
20221018.171047.419339 0.106586 1.8 17.0 9.6 9.4 
20221018.171047.419351 0.104710 1.1 26.0 0.0 0.5 
20221018.171047.419362 0.109722 1.2 26.0 0.0 0.0 
20221018.171047.419372 0.106337 1.2 26.0 0.0 0.0 
20221018.171057.419481 0.112856 1.3 26.0 0.0 0.0 
20221018.171057.419495 0.107243 1.2 26.0 0.0 0.0 
20221018.171057.419510 0.106776 1.2 26.0 0.0 0.0 
20221018.171057.419524 0.108682 1.5 19.5 10.4 11.0 
20221018.171057.419537 0.102454 1.1 26.0 0.5 0.0 
20221018.171057.419549 0.113656 1.2 26.0 0.0 0.0 
20221018.171057.419561 0.106223 1.2 26.0 0.0 0.0 
20221018.171107.419634 0.112163 1.3 26.0 0.0 0.0 
20221018.171107.419647 0.102095 1.1 26.0 0.0 0.0 
20221018.171107.419659 0.104679 1.2 26.0 0.0 0.0 
20221018.171107.419671 0.109157 1.5 19.2 9.9 9.8 
20221018.171107.419683 0.100843 1.1 26.0 0.6 0.5 
20221018.171107.419694 0.108356 1.2 26.0 0.0 0.0 
20221018.171107.419705 0.103405 1.2 26.0 0.0 0.0 
20221018.171117.419812 0.109723 1.2 26.0 0.0 0.0 
20221018.171117.419825 0.103359 1.2 26.0 0.0 0.0 
20221018.171117.419836 0.105118 1.2 26.0 0.0 0.0 
20221018.171117.419848 0.103561 1.7 16.9 10.0 9.5 
20221018.171117.419860 0.099445 1.1 26.0 0.0 0.0 
20221018.171117.419870 0.109632 1.2 26.0 0.0 0.0 
20221018.171117.419881 0.108125 1.2 26.0 0.0 0.0 
20221018.171127.419981 0.109541 1.3 26.0 0.0 0.0 
20221018.171127.419993 0.103355 1.2 26.0 0.0 0.0 
20221018.171127.420007 0.105284 1.2 26.0 0.0 0.0 
20221018.171127.420019 0.106941 1.4 19.9 14.0 15.2 
20221018.171127.420030 0.098686 1.1 26.0 0.0 0.0 
20221018.171127.420041 0.105560 1.2 26.0 0.0 0.0 
20221018.171127.420051 0.101873 1.1 26.0 0.0 0.0 
20221018.171137.420153 0.099694 1.2 26.0 0.0 0.0 
20221018.171137.420165 0.100571 1.1 26.0 0.0 0.0 
20221018.171137.420177 0.105204 1.2 26.0 0.0 0.0 
20221018.171137.420189 0.104231 2.1 14.6 7.5 6.7 
20221018.171137.420200 0.101451 1.1 26.0 0.0 0.0 
20221018.171137.420211 0.107522 1.2 26.0 0.0 0.0 
20221018.171137.420222 0.104010 1.1 26.0 0.0 0.0 
20221018.171147.420321 0.125806 1.7 25.9 5.3 4.8 
20221018.171147.420334 0.105421 1.2 26.0 0.0 0.0 
20221018.171147.420347 0.104656 1.2 26.0 0.0 0.0 
20221018.171147.420359 0.103603 1.4 19.6 7.1 9.8 
20221018.171147.420370 0.100862 1.1 26.0 0.0 0.0 
20221018.171147.420381 0.110348 1.2 26.0 0.0 0.0 
20221018.171147.420401 0.105412 1.1 26.0 0.0 0.0 
20221018.171157.420492 0.109430 1.3 26.0 0.0 0.0 
20221018.171157.420504 0.102737 1.1 26.0 0.0 0.0 
20221018.171157.420517 0.103497 1.2 26.0 0.0 0.0 
20221018.171157.420529 0.104649 1.7 17.9 11.4 8.9 
20221018.171157.420540 0.099838 1.1 26.0 0.0 0.0 
20221018.171157.420551 0.104073 1.2 26.0 0.0 0.0 
20221018.171157.420562 0.103645 1.2 26.0 0.0 0.0 
20221018.171207.420649 0.108877 1.3 26.0 0.0 0.0 
20221018.171207.420661 0.102074 1.1 26.0 0.0 0.0 
20221018.171207.420673 0.109137 1.2 26.0 0.0 0.0 
20221018.171207.420685 0.104752 1.6 18.2 9.5 9.2 
20221018.171207.420697 0.100048 1.1 26.0 0.0 0.0 
20221018.171207.420708 0.109684 1.2 26.0 0.0 0.0 
20221018.171207.420719 0.102183 1.1 26.0 0.0 0.0 
20221018.171217.420811 0.112724 1.3 26.0 0.0 0.0 
20221018.171217.420825 0.103037 1.2 26.0 0.0 0.0 
20221018.171217.420836 0.108534 1.2 26.0 0.0 0.0 
20221018.171217.420857 0.108011 1.7 17.8 11.5 11.1 
20221018.171217.420868 0.098251 1.1 26.0 0.0 0.0 
20221018.171217.420879 0.107945 1.2 26.0 0.0 0.0 
20221018.171217.420890 0.103911 1.2 26.0 0.0 0.0 
20221018.171227.420992 0.107836 1.2 26.0 0.0 0.0 
20221018.171227.421006 0.106169 1.2 26.0 0.0 0.0 
20221018.171227.421018 0.107323 1.2 26.0 0.0 0.0 
20221018.171227.421031 0.107051 1.4 19.5 8.3 11.4 
20221018.171227.421043 0.101411 1.1 26.0 0.0 0.0 
20221018.171227.421068 0.108170 1.2 26.0 0.0 0.0 
20221018.171227.421079 0.103864 1.1 26.0 0.0 0.0 
20221018.171237.421163 0.109146 1.2 26.0 0.0 0.0 
20221018.171237.421176 0.101791 1.2 26.0 0.0 0.0 
20221018.171237.421187 0.107140 1.2 26.0 0.0 0.0 
20221018.171237.421201 0.106079 1.9 16.0 12.1 8.6 
20221018.171237.421213 0.099525 1.1 26.0 0.0 0.0 
20221018.171237.421224 0.111931 1.3 26.0 0.0 0.0 
20221018.171237.421235 0.104042 1.1 26.0 0.0 0.0 
20221018.171247.421337 0.107518 1.2 26.0 0.0 0.0 
20221018.171247.421350 0.101730 1.1 26.0 0.0 0.0 
20221018.171247.421362 0.104018 1.2 26.0 0.0 0.0 
20221018.171247.421375 0.104163 1.6 18.7 13.8 14.6 
20221018.171247.421387 0.099087 1.1 26.0 0.0 0.0 
20221018.171247.421398 0.106720 1.2 26.0 0.0 0.0 
20221018.171247.421409 0.100132 1.1 26.0 0.0 0.0 
20221018.171257.421491 0.108456 1.2 26.0 0.0 0.0 
20221018.171257.421504 0.100710 1.1 26.0 0.0 0.0 
20221018.171257.421525 0.107394 1.2 26.0 0.1 0.1 
20221018.171257.421537 0.105817 2.3 14.7 5.5 5.6 
20221018.171257.421547 0.101653 1.1 26.0 0.0 0.0 
20221018.171257.421559 0.107842 1.2 26.0 0.1 0.1 
20221018.171257.421569 0.100802 1.1 26.0 0.0 0.0 
20221018.171307.421671 0.110042 1.3 26.0 0.0 0.0 
20221018.171307.421684 0.101672 1.1 26.0 0.0 0.0 
20221018.171307.421696 0.108482 1.2 26.0 0.0 0.0 
20221018.171307.421708 0.106162 1.7 18.2 11.1 11.2 
20221018.171307.421727 0.099973 1.1 26.0 0.0 0.0 
20221018.171307.421739 0.107609 1.2 26.0 0.0 0.0 
20221018.171307.421750 0.099937 1.1 26.0 0.0 0.0 
20221018.171317.421842 0.108019 1.2 26.0 0.0 0.0 
20221018.171317.421855 0.102985 1.1 26.0 0.0 0.0 
20221018.171317.421867 0.105362 1.2 26.0 0.0 0.0 
20221018.171317.421879 0.103939 1.6 17.9 6.5 6.9 
20221018.171317.421891 0.103413 1.1 26.0 0.0 0.0 
20221018.171317.421901 0.108604 1.2 26.0 0.0 0.0 
20221018.171317.421912 0.103687 1.1 26.0 0.0 0.0 
20221018.171327.422002 0.110670 1.2 26.0 0.0 0.0 
20221018.171327.422014 0.099358 1.1 26.0 0.0 0.0 
20221018.171327.422026 0.110270 1.2 26.0 0.0 0.0 
20221018.171327.422038 0.105526 1.6 18.9 13.4 12.2 
20221018.171327.422050 0.100704 1.1 26.0 0.0 0.0 
20221018.171327.422061 0.108337 1.2 26.0 0.0 0.0 
20221018.171327.422072 0.103690 1.1 26.0 0.0 0.0 
20221018.171337.422163 0.108119 1.2 26.0 0.0 0.0 
20221018.171337.422188 0.102549 1.2 26.0 0.6 0.6 
20221018.171337.422200 0.104773 1.2 26.0 0.0 0.0 
20221018.171337.422212 0.107278 1.8 17.6 10.6 11.1 
20221018.171337.422223 0.101726 1.1 26.0 0.0 0.0 
20221018.171337.422235 0.111008 1.2 26.0 0.0 0.0 
20221018.171337.422245 0.102839 1.1 26.0 0.0 0.0 
20221018.171347.422342 0.108702 1.2 26.0 0.0 0.0 
20221018.171347.422356 0.103835 1.2 26.0 0.0 0.0 
20221018.171347.422368 0.101002 1.2 26.0 0.0 0.0 
20221018.171347.422380 0.105853 1.7 17.5 7.0 6.9 
20221018.171347.422392 0.101812 1.1 26.0 0.0 0.0 
20221018.171347.422403 0.104675 1.2 26.0 0.0 0.0 
20221018.171347.422414 0.101969 1.1 26.0 0.0 0.0 
20221018.171357.422511 0.107204 1.2 26.0 0.0 0.0 
20221018.171357.422524 0.103512 1.1 26.0 0.0 0.0 
20221018.171357.422535 0.107418 1.2 26.0 0.0 0.0 
20221018.171357.422548 0.108715 1.5 19.9 9.9 10.1 
20221018.171357.422561 0.101311 1.1 26.0 0.0 0.0 
20221018.171357.422571 0.108204 1.2 26.0 0.0 0.0 
20221018.171357.422582 0.103798 1.2 26.0 0.0 0.0 
20221018.171407.422674 0.114985 1.4 26.0 2.3 2.3 
20221018.171407.422686 0.102375 1.1 26.0 0.0 0.0 
20221018.171407.422698 0.106543 1.2 26.0 0.0 0.0 
20221018.171407.422710 0.103668 1.5 18.4 9.9 9.9 
20221018.171407.422721 0.102322 1.1 26.0 0.0 0.0 
20221018.171407.422732 0.108051 1.2 26.0 0.0 0.0 
20221018.171407.422743 0.107267 1.2 26.0 0.0 0.0 
20221018.171417.422853 0.108643 1.3 26.0 0.0 0.0 
20221018.171417.422865 0.101286 1.2 26.0 0.0 0.0 
20221018.171417.422877 0.107397 1.2 26.0 0.0 0.0 
20221018.171417.422890 0.106794 1.5 19.3 10.2 11.1 
20221018.171417.422902 0.100867 1.1 26.0 0.0 0.0 
20221018.171417.422912 0.103940 1.2 26.0 0.0 0.0 
20221018.171417.422923 0.105742 1.2 26.0 0.0 0.0 
20221018.171427.423019 0.110789 1.4 26.0 2.4 2.5 
20221018.171427.423032 0.102526 1.2 26.0 0.0 0.0 
20221018.171427.423046 0.106644 1.2 26.0 0.1 0.1 
20221018.171427.423059 0.104499 1.4 19.3 9.8 9.5 
20221018.171427.423071 0.101968 1.1 26.0 0.0 0.0 
20221018.171427.423082 0.106831 1.2 26.0 0.0 0.0 
20221018.171427.423093 0.105434 1.2 26.0 0.0 0.0 
20221018.171437.423202 0.118909 1.5 25.9 2.9 2.9 
20221018.171437.423215 0.103500 1.2 26.0 0.0 0.0 
20221018.171437.423227 0.103073 1.2 26.0 0.0 0.0 
20221018.171437.423239 0.109363 1.6 18.6 11.6 10.1 
20221018.171437.423250 0.102146 1.1 26.0 0.0 0.0 
20221018.171437.423261 0.111023 1.2 26.0 0.0 0.0 
20221018.171437.423272 0.103474 1.1 26.0 0.0 0.0 
20221018.171447.423353 0.113860 1.3 26.0 0.0 0.0 
20221018.171447.423366 0.103813 1.2 26.0 0.0 0.0 
20221018.171447.423379 0.108736 1.2 26.0 0.0 0.0 
20221018.171447.423393 0.107197 1.7 18.1 10.8 11.2 
20221018.171447.423405 0.102558 1.1 26.0 0.0 0.0 
20221018.171447.423416 0.111927 1.2 26.0 0.0 0.0 
20221018.171447.423426 0.106905 1.2 26.0 0.0 0.0 
20221018.171457.423513 0.109979 1.3 26.0 0.0 0.0 
20221018.171457.423525 0.101504 1.1 26.0 0.0 0.0 
20221018.171457.423537 0.106459 1.2 26.0 0.0 0.0 
20221018.171457.423551 0.103414 1.5 18.9 9.6 10.3 
20221018.171457.423562 0.099544 1.2 26.0 0.0 0.0 
20221018.171457.423573 0.108564 1.2 26.0 0.0 0.0 
20221018.171457.423584 0.104164 1.2 26.0 0.0 0.0 
20221018.171507.423692 0.110632 1.3 26.0 0.0 0.0 
20221018.171507.423706 0.102177 1.1 26.0 0.0 0.0 
20221018.171507.423718 0.107999 1.2 26.0 0.0 0.0 
20221018.171507.423730 0.108501 1.5 19.6 9.8 9.4 
20221018.171507.423741 0.102342 1.1 26.0 0.0 0.0 
20221018.171507.423753 0.106697 1.2 26.0 0.0 0.0 
20221018.171507.423764 0.104252 1.2 26.0 0.0 0.0 
20221018.171517.423865 0.108364 1.2 26.0 0.0 0.0 
20221018.171517.423877 0.106081 1.2 26.0 0.0 0.0 
20221018.171517.423889 0.108166 1.2 26.0 0.0 0.0 
20221018.171517.423902 0.108913 1.8 17.4 11.2 10.6 
20221018.171517.423913 0.102016 1.1 26.0 0.0 0.0 
20221018.171517.423924 0.110123 1.2 26.0 0.0 0.0 
20221018.171517.423935 0.106332 1.1 26.0 0.0 0.0 
20221018.171527.424027 0.106526 1.2 26.0 0.0 0.0 
20221018.171527.424040 0.103085 1.2 26.0 0.0 0.0 
20221018.171527.424051 0.109976 1.2 26.0 0.0 0.0 
20221018.171527.424064 0.106132 1.6 18.1 10.3 11.0 
20221018.171527.424076 0.101192 1.1 26.0 0.0 0.0 
20221018.171527.424086 0.109821 1.2 26.0 0.0 0.0 
20221018.171527.424097 0.106192 1.1 26.0 0.0 0.0 
20221018.171537.424209 0.109586 1.2 26.0 0.0 0.0 
20221018.171537.424221 0.106226 1.2 26.0 0.0 0.0 
20221018.171537.424234 0.109442 1.2 26.0 0.0 0.0 
20221018.171537.424247 0.106428 1.7 17.8 10.0 9.6 
20221018.171537.424258 0.103214 1.1 26.0 0.0 0.0 
20221018.171537.424268 0.107396 1.2 26.0 0.0 0.0 
20221018.171537.424279 0.104239 1.1 26.0 0.0 0.0 
20221018.171547.424371 0.110847 1.3 26.0 0.0 0.0 
20221018.171547.424384 0.105677 1.2 26.0 0.1 0.1 
20221018.171547.424396 0.108715 1.3 26.0 0.2 0.2 
20221018.171547.424408 0.106414 1.5 18.5 8.1 8.8 
20221018.171547.424429 0.102953 1.1 26.0 0.1 0.1 
20221018.171547.424440 0.110092 1.2 26.0 0.0 0.0 
20221018.171547.424451 0.106159 1.2 26.0 0.0 0.0 
20221018.171557.424530 0.108595 1.3 26.0 0.0 0.0 
20221018.171557.424542 0.103493 1.1 26.0 0.0 0.0 
20221018.171557.424554 0.110023 1.2 26.0 0.0 0.0 
20221018.171557.424568 0.107697 1.6 19.2 9.8 9.1 
20221018.171557.424579 0.101215 1.2 26.0 0.0 0.0 
20221018.171557.424590 0.107788 1.2 26.0 0.0 0.0 
20221018.171557.424608 0.107059 1.2 26.0 0.0 0.0 
20221018.171607.424696 0.108148 1.2 26.0 0.0 0.0 
20221018.171607.424708 0.102806 1.2 26.0 0.0 0.0 
20221018.171607.424720 0.106242 1.2 26.0 0.0 0.0 
20221018.171607.424733 0.108524 2.1 16.1 13.6 12.8 
20221018.171607.424746 0.101376 1.1 26.0 0.0 0.0 
20221018.171607.424757 0.111115 1.2 26.0 0.0 0.0 
20221018.171607.424768 0.107836 1.2 26.0 0.0 0.0 
20221018.171617.424884 0.108387 1.3 26.0 0.0 0.0 
20221018.171617.424896 0.103709 1.2 26.0 0.0 0.0 
20221018.171617.424908 0.103228 1.2 26.0 0.0 0.0 
20221018.171617.424920 0.109094 1.6 17.7 8.0 8.5 
20221018.171617.424931 0.101501 1.1 26.0 0.0 0.0 
20221018.171617.424942 0.114495 1.3 26.0 0.0 0.0 
20221018.171617.424953 0.106877 1.2 26.0 0.0 0.0 
20221018.171627.425034 0.109766 1.2 26.0 0.0 0.0 
20221018.171627.425048 0.103396 1.2 26.0 0.0 0.0 
20221018.171627.425060 0.108013 1.2 26.0 0.0 0.0 
20221018.171627.425082 0.108932 1.6 18.8 11.5 11.0 
20221018.171627.425094 0.101411 1.1 26.0 0.0 0.0 
20221018.171627.425105 0.108887 1.2 26.0 0.0 0.0 
20221018.171627.425116 0.104076 1.1 26.0 0.0 0.0 
20221018.171637.425215 0.110513 1.2 26.0 0.0 0.0 
20221018.171637.425229 0.098921 1.1 26.0 0.0 0.0 
20221018.171637.425241 0.110615 1.2 26.0 0.0 0.0 
20221018.171637.425253 0.105164 1.5 18.9 7.6 8.2 
20221018.171637.425264 0.103625 1.1 26.0 0.0 0.0 
20221018.171637.425286 0.106136 1.2 26.0 0.0 0.0 
20221018.171637.425297 0.106846 1.2 26.0 1.1 1.1 
20221018.171647.425386 0.105871 1.2 26.0 0.0 0.0 
20221018.171647.425400 0.103085 1.2 26.0 0.0 0.0 
20221018.171647.425414 0.106215 1.2 26.0 0.0 0.0 
20221018.171647.425428 0.103878 1.4 20.2 11.9 11.3 
20221018.171647.425441 0.098434 1.1 26.0 0.0 0.0 
20221018.171647.425453 0.102161 1.2 26.0 0.0 0.0 
20221018.171647.425464 0.100630 1.1 26.0 0.0 0.0 
20221018.171657.425550 0.110043 1.3 26.0 0.0 0.0 
20221018.171657.425563 0.103659 1.1 26.0 0.0 0.0 
20221018.171657.425575 0.106127 1.2 26.0 0.0 0.0 
20221018.171657.425586 0.107595 1.6 19.5 9.1 9.4 
20221018.171657.425599 0.100368 1.2 26.0 0.0 0.0 
20221018.171657.425610 0.106305 1.2 26.0 0.0 0.0 
20221018.171657.425621 0.103899 1.2 26.0 0.0 0.0 
20221018.171707.425722 0.108595 1.2 26.0 0.0 0.0 
20221018.171707.425735 0.104414 1.2 26.0 0.0 0.0 
20221018.171707.425757 0.107815 1.2 26.0 0.0 0.0 
20221018.171707.425770 0.108224 1.8 17.3 12.0 11.6 
20221018.171707.425781 0.101057 1.1 26.0 0.0 0.1 
20221018.171707.425792 0.110558 1.2 26.0 0.0 0.0 
20221018.171707.425803 0.106123 1.2 26.0 0.0 0.1 
20221018.171717.425888 0.105911 1.2 26.0 0.0 0.0 
20221018.171717.425900 0.101147 1.1 26.0 0.0 0.0 
20221018.171717.425913 0.110386 1.2 26.0 0.0 0.0 
20221018.171717.425926 0.107651 1.8 17.3 12.1 11.5 
20221018.171717.425938 0.100330 1.1 26.0 0.7 0.5 
20221018.171717.425949 0.105915 1.2 26.0 0.0 0.0 
20221018.171717.425960 0.105808 1.1 26.0 0.1 0.0 
20221018.171727.426045 0.100938 1.1 26.0 0.0 0.0 
20221018.171727.426057 0.104168 1.2 26.0 0.0 0.0 
20221018.171727.426069 0.107539 1.2 26.0 0.0 0.0 
20221018.171727.426081 0.106754 1.8 17.2 6.6 7.1 
20221018.171727.426092 0.100395 1.1 26.0 0.0 0.0 
20221018.171727.426103 0.107922 1.2 26.0 0.0 0.0 
20221018.171727.426115 0.103739 1.1 26.0 0.0 0.0 
20221018.171737.426222 0.104476 1.2 26.0 0.0 0.0 
20221018.171737.426234 0.103716 1.2 26.0 0.0 0.0 
20221018.171737.426246 0.106421 1.2 26.0 0.0 0.0 
20221018.171737.426260 0.107725 1.7 17.6 9.7 10.4 
20221018.171737.426272 0.101047 1.1 26.0 0.0 0.0 
20221018.171737.426283 0.109326 1.2 26.0 0.0 0.0 
20221018.171737.426294 0.102114 1.1 26.0 0.0 0.0 
20221018.171747.426394 0.108879 1.2 26.0 0.0 0.0 
20221018.171747.426407 0.102114 1.2 26.0 0.0 0.0 
20221018.171747.426419 0.107765 1.2 26.0 0.0 0.0 
20221018.171747.426432 0.106460 1.4 19.6 10.1 11.4 
20221018.171747.426443 0.103136 1.1 26.0 0.0 0.0 
20221018.171747.426454 0.106575 1.2 26.0 0.0 0.0 
20221018.171747.426465 0.103484 1.2 26.0 0.0 0.0 
20221018.171757.426564 0.105206 1.2 26.0 0.0 0.0 
20221018.171757.426576 0.103016 1.1 26.0 0.0 0.0 
20221018.171757.426588 0.107903 1.2 26.0 0.0 0.0 
20221018.171757.426600 0.106918 1.6 18.5 11.0 8.8 
20221018.171757.426611 0.102520 1.2 26.0 0.0 0.0 
20221018.171757.426622 0.109756 1.2 26.0 0.0 0.0 
20221018.171757.426633 0.104988 1.2 26.0 0.1 0.1 
20221018.171807.426731 0.110571 1.2 26.0 0.0 0.0 
20221018.171807.426743 0.103909 1.2 26.0 0.0 0.0 
20221018.171807.426755 0.109690 1.2 26.0 0.0 0.0 
20221018.171807.426767 0.105808 1.6 18.2 9.6 10.2 
20221018.171807.426779 0.100773 1.1 26.0 0.0 0.0 
20221018.171807.426790 0.104931 1.2 26.0 0.0 0.0 
20221018.171807.426800 0.105200 1.1 26.0 0.0 0.0 
20221018.171817.426895 0.109960 1.2 26.0 0.0 0.0 
20221018.171817.426907 0.103098 1.2 26.0 0.0 0.0 
20221018.171817.426919 0.110278 1.3 26.0 0.0 0.0 
20221018.171817.426932 0.109750 1.5 18.8 12.0 11.9 
20221018.171817.426944 0.101913 1.1 26.0 0.0 0.0 
